"","id","observed_on_string","observed_on","time_observed_at","time_zone","out_of_range","user_id","user_login","created_at","updated_at","quality_grade","license","url","image_url","tag_list","description","id_please","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","place_guess","positional_accuracy","geoprivacy","coordinates_obscured","positioning_method","positioning_device","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id","taxon_kingdom_name","taxon_phylum_name","taxon_class_name","taxon_order_name","taxon_family_name","hometown","NLCD_layer","longitude","latitude"
"835",2953110,"2016-04-16 8:33:14 AM PDT","2016-04-16","2016-04-17 03:33:14 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:15 +1200","2017-04-13 06:26:53 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953110","https://static.inaturalist.org/photos/3387839/medium.jpeg?1460856597","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Red Brome","Bromus rubens","foxtail brome","Plantae",59210,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","la",52,-118.1572754493,34.2542685011
"836",2953112,"2016-04-16 8:33:51 AM PDT","2016-04-16","2016-04-17 03:33:51 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:16 +1200","2017-04-13 06:26:53 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953112","https://static.inaturalist.org/photos/3387845/medium.jpeg?1460856611","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Black Sage","Salvia mellifera","black sage","Plantae",50643,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","la",52,-118.1572019989,34.2541411359
"837",2953113,"2016-04-16 8:35:03 AM PDT","2016-04-16","2016-04-17 03:35:03 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:17 +1200","2017-04-13 06:26:53 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953113","https://static.inaturalist.org/photos/3387850/medium.jpeg?1460856634","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",32,"","false","","","smilo grass","Stipa miliacea miliacea","smilo grass","Plantae",81395,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","la",52,-118.1581104402,34.254130474
"838",2953114,"2016-04-16 8:35:28 AM PDT","2016-04-16","2016-04-17 03:35:28 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:18 +1200","2017-04-13 06:26:53 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953114","https://static.inaturalist.org/photos/3387853/medium.jpeg?1460856647","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","hoaryleaf ceanothus","Ceanothus crassifolius","hoaryleaf ceanothus","Plantae",76171,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","la",52,-118.157859576,34.2537427463
"839",2953116,"2016-04-16 8:36:31 AM PDT","2016-04-16","2016-04-17 03:36:31 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:21 +1200","2017-04-13 06:26:53 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953116","https://static.inaturalist.org/photos/3387860/medium.jpeg?1460856668","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Bird's Foot Cliffbrake","Pellaea mucronata","bird's foot cliffbrake","Plantae",57236,"Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Pteridaceae","la",71,-118.158358007,34.2536626441
"840",2953117,"2016-04-16 8:38:15 AM PDT","2016-04-16","2016-04-17 03:38:15 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:22 +1200","2017-04-13 06:26:54 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953117","https://static.inaturalist.org/photos/3387863/medium.jpeg?1460856677","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",24,"","false","","","golden yarrow","Eriophyllum confertiflorum","Golden Yarrow","Plantae",53395,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","la",52,-118.1593530259,34.2532725452
"841",2953120,"2016-04-16 8:40:46 AM PDT","2016-04-16","2016-04-17 03:40:46 +1200","Pacific Time (US & Canada)","false",12809,"cedric_lee","2016-04-17 13:13:24 +1200","2017-07-14 16:44:32 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953120","https://static.inaturalist.org/photos/3387867/medium.jpeg?1460856703","","","false",1,0,"false",2,"Los Angeles County, US-CA, US",109,"","true","","","fragrant pitcher sage","Lepechinia fragrans","fragrant pitcher sage","Plantae",77658,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","la",52,-118.1800617948,34.3549967982
"842",2953123,"2016-04-16 8:43:05 AM PDT","2016-04-16","2016-04-17 03:43:05 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:32 +1200","2017-04-13 06:26:55 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953123","https://static.inaturalist.org/photos/3387882/medium.jpeg?1460856732","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Orange Bush Monkeyflower","Mimulus aurantiacus","orange bush monkeyflower","Plantae",48858,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","la",52,-118.1606253906,34.2540693708
"844",2953128,"2016-04-16 8:44:41 AM PDT","2016-04-16","2016-04-17 03:44:41 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:36 +1200","2017-04-13 06:26:56 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953128","https://static.inaturalist.org/photos/3387891/medium.jpeg?1460856773","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",128,"","false","","","Chamise","Adenostoma fasciculatum","chamise","Plantae",47146,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","la",52,-118.1603560251,34.2542824977
"845",2953129,"2016-04-16 8:45:31 AM PDT","2016-04-16","2016-04-17 03:45:31 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:38 +1200","2017-04-13 06:26:56 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953129","https://static.inaturalist.org/photos/3387893/medium.jpeg?1460856784","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","whispering bells","Emmenanthe penduliflora","whispering bells","Plantae",58173,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","la",52,-118.1616853785,34.2547695488
"846",2953132,"2016-04-16 8:50:30 AM PDT","2016-04-16","2016-04-17 03:50:30 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:42 +1200","2017-04-13 06:26:56 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953132","https://static.inaturalist.org/photos/3387901/medium.jpeg?1460856805","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",24,"","false","","","California Poppy","Eschscholzia californica","California poppy","Plantae",48225,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","la",42,-118.1624007479,34.2572178649
"847",2953133,"2016-04-16 8:52:22 AM PDT","2016-04-16","2016-04-17 03:52:22 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:43 +1200","2017-04-13 06:26:57 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953133","https://static.inaturalist.org/photos/3387907/medium.jpeg?1460856817","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",6,"","false","","","Sugar Bush","Rhus ovata","sugar bush","Plantae",64121,"Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","la",52,-118.1629974737,34.2568803193001
"848",2953134,"2016-04-16 8:54:09 AM PDT","2016-04-16","2016-04-17 03:54:09 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:45 +1200","2017-04-13 06:26:57 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953134","https://static.inaturalist.org/photos/3387908/medium.jpeg?1460856823","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",12,"","false","","","wide-throated yellow monkeyflower","Mimulus brevipes","wide-throated yellow monkeyflower","Plantae",78040,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","la",52,-118.1630116752,34.2575018958
"849",2953140,"2016-04-16 8:56:15 AM PDT","2016-04-16","2016-04-17 03:56:15 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:49 +1200","2017-04-13 06:26:57 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953140","https://static.inaturalist.org/photos/3387925/medium.jpeg?1460856852","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",6,"","false","","","Mexican devil","Ageratina adenophora","sticky snakeroot","Plantae",64114,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","la",52,-118.1637117875,34.2579653905
"850",2953141,"2016-04-16 8:57:17 AM PDT","2016-04-16","2016-04-17 03:57:17 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:51 +1200","2017-04-13 06:26:57 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953141","https://static.inaturalist.org/photos/3387926/medium.jpeg?1460856869","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",16,"","false","","","California Polypody","Polypodium californicum","California Polypody","Plantae",57216,"Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Polypodiaceae","la",43,-118.164630079,34.2561572676
"851",2953142,"2016-04-16 9:01:36 AM PDT","2016-04-16","2016-04-17 04:01:36 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:53 +1200","2017-04-13 06:26:58 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953142","https://static.inaturalist.org/photos/3387929/medium.jpeg?1460856881","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",24,"","false","","","heartleaf keckiella","Keckiella cordifolia","heartleaf keckiella","Plantae",62063,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","la",52,-118.1635179533,34.256437772
"852",2953143,"2016-04-16 9:01:55 AM PDT","2016-04-16","2016-04-17 04:01:55 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:55 +1200","2017-04-13 06:26:58 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953143","https://static.inaturalist.org/photos/3387931/medium.jpeg?1460856889","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",8,"","false","","","Bigleaf Maple","Acer macrophyllum","bigleaf maple","Plantae",48227,"Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","la",52,-118.1637486411,34.2562947005
"853",2953144,"2016-04-16 9:02:14 AM PDT","2016-04-16","2016-04-17 04:02:14 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:56 +1200","2017-12-11 07:33:51 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2953144","https://static.inaturalist.org/photos/3388681/medium.jpeg?1460860209","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",16,"","false","","","California Bay","Umbellularia californica","California bay","Plantae",48807,"Plantae","Magnoliophyta","Magnoliopsida","Laurales","Lauraceae","la",52,-118.1638823422,34.2561824651
"855",2953147,"2016-04-16 9:02:59 AM PDT","2016-04-16","2016-04-17 04:02:59 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:13:59 +1200","2017-04-13 06:26:59 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953147","https://static.inaturalist.org/photos/3388685/medium.jpeg?1460860222","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",12,"","false","","","Cobwebby Thistle","Cirsium occidentale","Cobwebby Thistle","Plantae",52621,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","la",43,-118.1641529575,34.255751609
"856",2953148,"2016-04-16 9:03:31 AM PDT","2016-04-16","2016-04-17 04:03:31 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:14:00 +1200","2017-04-13 06:26:59 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953148","https://static.inaturalist.org/photos/3388687/medium.jpeg?1460860232","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",16,"","false","","","ripgut brome","Bromus diandrus","great brome","Plantae",52702,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","la",43,-118.1643834076,34.2555097366
"857",2953151,"2016-04-16 9:04:33 AM PDT","2016-04-16","2016-04-17 04:04:33 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:14:03 +1200","2017-04-13 06:27:00 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953151","https://static.inaturalist.org/photos/3388692/medium.jpeg?1460860253","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",16,"","false","","","Miner's Lettuce","Claytonia perfoliata","miner's lettuce","Plantae",52994,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","la",42,-118.1643693446,34.2549816686
"858",2953152,"2016-04-16 9:06:26 AM PDT","2016-04-16","2016-04-17 04:06:26 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:14:05 +1200","2017-04-13 06:27:01 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953152","https://static.inaturalist.org/photos/3388693/medium.jpeg?1460860258","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",64,"","false","","","Pacific Poison Oak","Toxicodendron diversilobum","Pacific poison oak","Plantae",51080,"Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","la",52,-118.1629715637,34.2556052505
"859",2953157,"2016-04-16 9:12:39 AM PDT","2016-04-16","2016-04-17 04:12:39 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:14:10 +1200","2017-04-13 06:27:01 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953157","https://static.inaturalist.org/photos/3388705/medium.jpeg?1460860298","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",48,"","false","","","Blue Elderberry","Sambucus nigra caerulea","blue elderberry","Plantae",61166,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Adoxaceae","la",42,-118.1642969089,34.2551440585
"860",2953164,"2016-04-16 9:23:26 AM PDT","2016-04-16","2016-04-17 04:23:26 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:14:18 +1200","2017-04-13 06:27:03 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953164","https://static.inaturalist.org/photos/3388727/medium.jpeg?1460860350","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",48,"","false","","","Giant Chain Fern","Woodwardia fimbriata","giant chain fern","Plantae",52685,"Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Blechnaceae","la",52,-118.1676144012,34.2544511844
"861",2953165,"2016-04-16 9:24:48 AM PDT","2016-04-16","2016-04-17 04:24:48 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:14:21 +1200","2017-07-27 14:15:08 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953165","https://static.inaturalist.org/photos/3388729/medium.jpeg?1460860353","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",48,"","false","","","white alder","Alnus rhombifolia","white alder","Plantae",53351,"Plantae","Magnoliophyta","Magnoliopsida","Fagales","Betulaceae","la",42,-118.1693041978,34.2535938496
"862",2953166,"2016-04-16 9:27:07 AM PDT","2016-04-16","2016-04-17 04:27:07 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:14:22 +1200","2017-04-13 06:27:03 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953166","https://static.inaturalist.org/photos/3388731/medium.jpeg?1460860364","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",32,"","false","","","brittle bladderfern","Cystopteris fragilis","brittle bladderfern","Plantae",58755,"Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Cystopteridaceae","la",42,-118.169991391,34.2530631214
"863",2953168,"2016-04-16 9:29:00 AM PDT","2016-04-16","2016-04-17 04:29:00 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:14:26 +1200","2017-04-13 06:27:03 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953168","https://static.inaturalist.org/photos/3389120/medium.jpeg?1460861812","","","false",1,0,"false",2,"Seco Arroyo",219,"","false","","","Mule Fat","Baccharis salicifolia","mule fat","Plantae",57913,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","la",52,-118.169889,34.253357
"864",2953171,"2016-04-16 9:36:56 AM PDT","2016-04-16","2016-04-17 04:36:56 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:14:29 +1200","2017-07-14 16:44:32 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953171","https://static.inaturalist.org/photos/3389125/medium.jpeg?1460861832","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",48,"","false","","","hairy ceanothus","Ceanothus oliganthus","hairy ceanothus","Plantae",53360,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","la",42,-118.1710511476,34.2534857958
"865",2953174,"2016-04-16 9:52:15 AM PDT","2016-04-16","2016-04-17 04:52:15 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:14:33 +1200","2017-04-13 06:27:05 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953174","https://static.inaturalist.org/photos/3389132/medium.jpeg?1460861853","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",32,"","false","","","coffee fern","Pellaea andromedifolia","Coffee Fern","Plantae",57231,"Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Pteridaceae","la",52,-118.1724593441,34.2529492035
"866",2953177,"2016-04-16 10:00:12 AM PDT","2016-04-16","2016-04-17 05:00:12 +1200","Pacific Time (US & Canada)","",12809,"cedric_lee","2016-04-17 13:14:35 +1200","2017-05-13 04:31:13 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953177","https://static.inaturalist.org/photos/3389135/medium.jpeg?1460861867","","","false",1,0,"false",2,"Arroyo Gorge",270,"","false","","","Black Maidenhair Fern","Adiantum capillus-veneris","black maidenhair fern","Plantae",63916,"Plantae","Pteridophyta","Polypodiopsida","Polypodiales","Pteridaceae","la",52,-118.172679,34.2533
"867",2953180,"2016-04-16 10:03:26 AM PDT","2016-04-16","2016-04-17 05:03:26 +1200","Pacific Time (US & Canada)","false",12809,"cedric_lee","2016-04-17 13:14:40 +1200","2017-07-14 16:44:32 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2953180","https://static.inaturalist.org/photos/3389144/medium.jpeg?1460861887","","","false",1,0,"false",2,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",16,"","false","","","Boykinia rotundifolia","Boykinia rotundifolia","Roundleafed Brookfoam","Plantae",75863,"Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Saxifragaceae","la",52,-118.1734667148,34.2532162096
